Annee,ASM_Domestic,ASM_International,Flights_Domestic,Flights_International,Passengers_Domestic,Passengers_International,RPM_Domestic,RPM_International,Airline_Code,Airport_Code,RPM_Total
2009,84368,0.0,565,0,74387,411,75393,0,AA,AMP,75393
2009,72664,0.0,539,0,58298,350,57737,0,AA,AMP,57737
2009,72807,0.0,547,0,63351,283,61915,0,AA,AMP,61915
2009,63021,0.0,465,0,52780,97,51674,0,AA,AMP,51674
2009,63155,0.0,452,0,53033,98,53472,0,AA,AMP,53472
2010,55022,0.0,382,0,39605,51,43438,0,AA,AMP,43438
2010,46305,0.0,312,0,34126,107,37998,0,AA,AMP,37998
2010,57463,0.0,391,0,44065,107,48758,0,AA,AMP,48758
2010,63804,0.0,459,0,52333,79,53558,0,AA,AMP,53558
2010,64972,0.0,469,0,57740,100,57743,0,AA,AMP,57743
2010,70598,0.0,502,0,65221,119,64981,0,AA,AMP,64981
2010,73247,0.0,523,0,65252,230,65905,0,AA,AMP,65905
2010,75654,0.0,547,0,67716,330,67657,0,AA,AMP,67657
2010,74069,0.0,567,0,64006,196,62921,0,AA,AMP,62921
2010,76481,0.0,580,0,68051,192,66292,0,AA,AMP,66292
2010,71815,0.0,549,0,62685,42,60966,0,AA,AMP,60966
2010,69685,0.0,516,0,61404,0,60485,0,AA,AMP,60485
2011,67837,0.0,507,0,50598,0,51991,0,AA,AMP,51991
2011,59939,0.0,452,0,46568,0,47578,0,AA,AMP,47578
2011,72124,0.0,557,0,57387,0,57817,0,AA,AMP,57817
2011,66908,0.0,516,0,59986,0,58270,0,AA,AMP,58270
2011,67997,0.0,521,0,62813,29,60755,0,AA,AMP,60755
2011,71695,0.0,545,0,67351,30,64733,0,AA,AMP,64733
2011,71251,0.0,538,0,66023,89,63934,0,AA,AMP,63934
2011,68689,0.0,521,0,65657,123,63267,0,AA,AMP,63267
2011,68506,0.0,523,0,58761,0,56814,0,AA,AMP,56814
2011,68714,0.0,523,0,60699,0,57571,0,AA,AMP,57571
2011,65296,0.0,493,0,58711,0,56166,0,AA,AMP,56166
2011,66340,0.0,456,0,57433,4,57917,0,AA,AMP,57917
2012,114471,0.0,713,0,75653,0,86505,0,AA,AMP,86505
2012,110711,616.0,702,2,71209,283,81029,537,AA,AMP,81566
2012,117842,243.0,748,1,81870,94,92057,155,AA,AMP,92212
2012,112251,0.0,685,0,82737,109,94076,0,AA,AMP,94076
2012,111443,0.0,688,0,84401,75,95113,0,AA,AMP,95113
2012,120112,0.0,695,0,90180,95,104774,0,AA,AMP,104774
2012,118017,1137.0,695,4,87524,607,104467,1102,AA,AMP,105569
2012,122302,1208.0,737,4,92311,784,108221,1002,AA,AMP,109223
2012,122312,0.0,732,0,78383,34,89592,0,AA,AMP,89592
2012,109491,0.0,648,0,75656,25,87613,0,AA,AMP,87613
2012,111855,0.0,627,0,67818,25,79708,0,AA,AMP,79708
2012,108658,0.0,585,0,71575,39,89580,0,AA,AMP,89580
2013,107309,302.0,590,1,62775,110,79795,141,AA,AMP,79936
2013,97435,553.0,537,2,57927,209,72326,377,AA,AMP,72703
2013,122228,0.0,669,0,80485,57,98769,0,AA,AMP,98769
2013,115491,0.0,630,0,74142,36,89966,0,AA,AMP,89966
2013,115659,0.0,689,0,82740,5,96658,0,AA,AMP,96658
2013,115673,0.0,656,0,85538,0,103226,0,AA,AMP,103226
2013,110214,1208.0,626,4,81561,580,99750,1131,AA,AMP,100881
2013,118125,1208.0,674,4,88435,600,106440,1057,AA,AMP,107497
2013,116699,0.0,712,0,79893,34,92644,0,AA,AMP,92644
2013,120695,0.0,769,0,85333,3,97118,0,AA,AMP,97118
2013,113694,0.0,697,0,76185,137,86832,0,AA,AMP,86832
2013,105838,0.0,599,0,76511,55,94183,0,AA,AMP,94183
2014,98744,0.0,535,0,58788,144,74393,0,AA,AMP,74393
2014,91886,604.0,492,2,57941,406,72168,557,AA,AMP,72725
2014,108479,302.0,606,1,71406,169,88122,108,AA,AMP,88230
2014,108098,0.0,596,0,75974,63,92715,0,AA,AMP,92715
2014,118454,0.0,687,0,91517,60,106282,0,AA,AMP,106282
2014,110955,0.0,653,0,84507,62,101321,0,AA,AMP,101321
2014,111943,0.0,645,0,86387,193,105623,0,AA,AMP,105623
2014,116796,0.0,675,0,90037,308,108579,0,AA,AMP,108579
2014,113493,0.0,657,0,80579,42,94373,0,AA,AMP,94373
2014,118052,0.0,715,0,83469,38,95118,0,AA,AMP,95118
2014,111856,0.0,708,0,77493,55,86896,0,AA,AMP,86896
2014,113384,0.0,702,0,83866,63,96379,0,AA,AMP,96379
2015,106657,0.0,667,0,67297,25,78318,0,AA,AMP,78318
2015,101365,0.0,634,0,67988,66,78838,0,AA,AMP,78838
2015,119489,0.0,742,0,86362,103,99247,0,AA,AMP,99247
2015,122493,0.0,748,0,89613,61,101538,0,AA,AMP,101538
2015,125553,0.0,756,0,98119,8,110316,0,AA,AMP,110316
2015,123689,0.0,733,0,97848,23,111642,0,AA,AMP,111642
2015,128080,0.0,777,0,103762,272,120528,0,AA,AMP,120528
2015,125625,0.0,762,0,102660,139,117260,0,AA,AMP,117260
2015,114395,0.0,706,0,90069,0,99334,0,AA,AMP,99334
2015,125057,0.0,779,0,99121,2,109517,0,AA,AMP,109517
2015,111775,0.0,689,0,87441,42,97071,0,AA,AMP,97071
2015,111129,0.0,665,0,86711,37,100572,0,AA,AMP,100572
2016,99660,0.0,580,0,70097,1,83203,0,AA,AMP,83203
2016,103968,0.0,607,0,69721,5,82261,0,AA,AMP,82261
2016,117374,0.0,664,0,83817,0,100034,0,AA,AMP,100034
2016,113152,0.0,652,0,84652,0,97870,0,AA,AMP,97870
2016,120483,0.0,697,0,92428,0,106483,0,AA,AMP,106483
2016,116185,0.0,666,0,93256,1,109507,0,AA,AMP,109507
2016,113481,0.0,639,0,90603,35,108658,0,AA,AMP,108658
2016,127642,0.0,754,0,104002,22,119929,0,AA,AMP,119929
2016,124154,0.0,757,0,98787,0,109370,0,AA,AMP,109370
2016,126252,0.0,782,0,101496,0,111922,0,AA,AMP,111922
2016,117835,0.0,731,0,93419,0,103607,0,AA,AMP,103607
2016,117005,0.0,686,0,90885,0,106263,0,AA,AMP,106263
2017,106572,0.0,611,0,72056,0,85739,0,AA,AMP,85739
2017,98106,0.0,554,0,65146,0,78047,0,AA,AMP,78047
2017,116045,0.0,646,0,81154,0,96953,0,AA,AMP,96953
